subj_idx,task,condition,stimulus,subject_answered,response,rt
s12,visual,control,fast,fast,1.0,0.843
s12,visual,congruent,fast,slow,0.0,1.035
s12,visual,incongruent,fast,slow,0.0,1.471
s12,visual,incongruent,fast,fast,1.0,0.623
s12,visual,incongruent,slow,fast,0.0,0.727
s12,visual,incongruent,slow,fast,0.0,0.851
s12,visual,incongruent,slow,slow,1.0,0.855
s12,visual,congruent,fast,slow,0.0,0.814
s12,visual,incongruent,slow,fast,0.0,0.893
s12,visual,incongruent,slow,slow,1.0,1.078
s12,visual,control,fast,fast,1.0,1.019
s12,visual,congruent,slow,slow,1.0,1.135
s12,visual,control,fast,fast,1.0,1.079
s12,visual,incongruent,slow,fast,0.0,0.742
s12,visual,control,slow,fast,0.0,0.773
s12,visual,incongruent,fast,slow,0.0,0.774
s12,visual,congruent,fast,fast,1.0,0.947
s12,visual,control,fast,fast,1.0,0.856
s12,visual,congruent,slow,fast,0.0,0.738
s12,visual,control,slow,slow,1.0,1.134
s12,visual,congruent,slow,slow,1.0,1.195
s12,visual,congruent,fast,slow,0.0,1.338
s12,visual,congruent,slow,slow,1.0,0.7
s12,visual,congruent,fast,slow,0.0,0.719
s12,visual,congruent,slow,fast,0.0,0.606
s12,visual,congruent,slow,slow,1.0,1.391
s12,visual,control,slow,fast,0.0,1.178
s12,visual,incongruent,slow,slow,1.0,0.815
s12,visual,incongruent,fast,fast,1.0,1.019
s12,visual,incongruent,fast,fast,1.0,1.391
s12,visual,control,slow,fast,0.0,0.966
s12,visual,congruent,fast,fast,1.0,1.451
s12,visual,control,fast,fast,1.0,1.778
s12,visual,congruent,slow,fast,0.0,1.238
s12,visual,congruent,slow,fast,0.0,0.814
s12,visual,control,slow,slow,1.0,0.946
s12,visual,control,slow,slow,1.0,0.827
s12,visual,incongruent,fast,fast,1.0,0.895
s12,visual,congruent,fast,slow,0.0,1.479
s12,visual,control,slow,fast,0.0,1.146
s12,visual,congruent,fast,slow,0.0,0.95
s12,visual,incongruent,slow,slow,1.0,1.106
s12,visual,congruent,fast,fast,1.0,0.846
s12,visual,congruent,slow,slow,1.0,0.937
s12,visual,incongruent,slow,slow,1.0,1.155
s12,visual,congruent,fast,fast,1.0,0.846
s12,visual,incongruent,fast,fast,1.0,1.364
s12,visual,congruent,fast,fast,1.0,0.894
s12,visual,congruent,slow,fast,0.0,0.962
s12,visual,incongruent,fast,slow,0.0,0.934
s12,visual,incongruent,slow,fast,0.0,0.686
s12,visual,congruent,slow,fast,0.0,1.426
s12,visual,incongruent,fast,fast,1.0,1.242
s12,visual,control,slow,slow,1.0,1.241
s12,visual,congruent,fast,slow,0.0,1.043
s12,visual,control,fast,fast,1.0,0.702
s12,visual,control,slow,fast,0.0,0.906
s12,visual,control,slow,slow,1.0,1.043
s12,visual,control,fast,fast,1.0,1.322
s12,visual,control,slow,fast,0.0,1.282
s12,visual,control,slow,slow,1.0,1.484
s12,visual,incongruent,fast,fast,1.0,1.21
s12,visual,incongruent,fast,fast,1.0,1.563
s12,visual,control,fast,fast,1.0,1.175
s12,visual,incongruent,fast,fast,1.0,1.182
s12,visual,congruent,fast,fast,1.0,0.95
s12,visual,control,fast,fast,1.0,1.23
s12,visual,control,fast,fast,1.0,1.09
s12,visual,incongruent,fast,fast,1.0,1.082
s12,visual,congruent,fast,fast,1.0,0.97
s12,visual,incongruent,slow,fast,0.0,1.21
s12,visual,incongruent,slow,fast,0.0,0.894
s12,visual,incongruent,fast,slow,0.0,1.346
s12,visual,incongruent,slow,slow,1.0,1.398
s12,visual,control,slow,fast,0.0,0.966
s12,visual,incongruent,slow,slow,1.0,1.322
s12,visual,control,slow,slow,1.0,0.87
s12,visual,incongruent,fast,slow,0.0,0.838
s12,visual,control,fast,fast,1.0,1.018
s12,visual,incongruent,fast,fast,1.0,1.267
s12,visual,incongruent,slow,fast,0.0,1.738
s12,visual,control,slow,fast,0.0,1.429
s12,visual,congruent,fast,fast,1.0,1.058
s12,visual,incongruent,fast,fast,1.0,1.146
s12,visual,control,fast,fast,1.0,1.37
s12,visual,congruent,slow,fast,0.0,1.629
s12,visual,control,slow,fast,0.0,1.311
s12,visual,congruent,fast,fast,1.0,1.248
s12,visual,congruent,slow,slow,1.0,0.919
s12,visual,congruent,slow,slow,1.0,0.787
s12,visual,control,fast,fast,1.0,0.954
s12,visual,congruent,fast,fast,1.0,0.857
s12,visual,control,fast,fast,1.0,1.132
s12,visual,control,slow,slow,1.0,1.483
s12,visual,incongruent,slow,slow,1.0,1.178
s12,visual,incongruent,fast,fast,1.0,1.165
s12,visual,incongruent,slow,slow,1.0,1.091
s12,visual,incongruent,fast,fast,1.0,1.914
s12,visual,congruent,fast,fast,1.0,0.837
s12,visual,incongruent,fast,fast,1.0,0.839
s12,visual,incongruent,slow,fast,0.0,1.008
s12,visual,incongruent,fast,fast,1.0,0.909
s12,visual,control,fast,fast,1.0,0.814
s12,visual,control,slow,slow,1.0,0.823
s12,visual,incongruent,fast,fast,1.0,0.738
s12,visual,incongruent,fast,fast,1.0,0.999
s12,visual,congruent,slow,slow,1.0,1.114
s12,visual,control,fast,fast,1.0,0.971
s12,visual,control,fast,fast,1.0,1.079
s12,visual,congruent,fast,fast,1.0,0.828
s12,visual,control,fast,fast,1.0,0.859
s12,visual,incongruent,slow,slow,1.0,1.143
s12,visual,congruent,slow,slow,1.0,0.87
s12,visual,congruent,slow,fast,0.0,1.367
s12,visual,congruent,fast,slow,0.0,0.655
s12,visual,incongruent,fast,slow,0.0,1.02
s12,visual,incongruent,fast,fast,1.0,0.791
s12,visual,control,fast,fast,1.0,0.721
s12,visual,incongruent,fast,slow,0.0,0.859
s12,visual,control,fast,fast,1.0,0.968
s12,visual,congruent,fast,fast,1.0,0.787
s12,visual,incongruent,fast,fast,1.0,0.719
s12,visual,control,slow,fast,0.0,1.079
s12,visual,incongruent,slow,fast,0.0,1.494
s12,visual,control,slow,fast,0.0,0.97
s12,visual,control,fast,slow,0.0,0.987
s12,visual,control,slow,fast,0.0,1.227
s12,visual,incongruent,slow,slow,1.0,0.736
s12,visual,incongruent,slow,fast,0.0,1.647
s12,visual,congruent,slow,fast,0.0,0.751
s12,visual,incongruent,fast,slow,0.0,0.895
s12,visual,control,slow,fast,0.0,0.691
s12,visual,control,fast,fast,1.0,1.031
s12,visual,congruent,slow,fast,0.0,1.202
s12,visual,control,slow,fast,0.0,1.54
s12,visual,control,fast,slow,0.0,0.795
s12,visual,congruent,slow,fast,0.0,1.123
s12,visual,congruent,slow,slow,1.0,1.206
s12,visual,control,fast,fast,1.0,1.014
s12,visual,congruent,slow,fast,0.0,1.138
s12,visual,congruent,slow,slow,1.0,1.423
s12,visual,incongruent,slow,slow,1.0,0.94
s12,visual,control,slow,fast,0.0,1.483
s12,visual,congruent,fast,fast,1.0,0.991
s12,visual,control,fast,fast,1.0,0.939
s12,visual,congruent,fast,fast,1.0,0.955
s12,visual,congruent,fast,fast,1.0,1.038
s12,visual,congruent,slow,fast,0.0,0.819
s12,visual,congruent,slow,fast,0.0,0.931
s12,visual,incongruent,fast,fast,1.0,0.946
s12,visual,control,slow,fast,0.0,0.931
s12,visual,control,slow,fast,0.0,2.09
s12,visual,congruent,fast,fast,1.0,0.902
s12,visual,incongruent,slow,fast,0.0,1.095
s12,visual,control,slow,fast,0.0,0.963
s12,visual,congruent,slow,slow,1.0,1.198
s12,visual,congruent,slow,fast,0.0,1.894
s12,visual,control,slow,fast,0.0,0.939
s12,visual,control,slow,slow,1.0,0.866
s12,visual,incongruent,slow,slow,1.0,1.23
s12,visual,incongruent,fast,slow,0.0,0.895
s12,visual,control,fast,fast,1.0,1.003
s12,visual,congruent,fast,fast,1.0,0.923
s12,visual,congruent,slow,slow,1.0,1.21
s12,visual,congruent,fast,fast,1.0,1.198
s12,visual,congruent,fast,fast,1.0,1.43
s12,visual,congruent,fast,fast,1.0,1.25
s12,visual,congruent,fast,fast,1.0,1.518
s12,visual,incongruent,slow,fast,0.0,1.382
s12,visual,congruent,fast,slow,0.0,1.719
s12,visual,incongruent,fast,fast,1.0,1.099
s12,visual,congruent,fast,fast,1.0,0.9
s12,visual,incongruent,fast,fast,1.0,1.466
s12,visual,incongruent,slow,fast,0.0,1.143
s12,visual,incongruent,slow,fast,0.0,1.402
s12,visual,control,slow,fast,0.0,1.798
s12,visual,congruent,slow,slow,1.0,1.126
s12,visual,congruent,slow,slow,1.0,0.894
s12,visual,incongruent,slow,fast,0.0,1.326
s12,visual,congruent,slow,slow,1.0,0.682
s12,visual,incongruent,slow,fast,0.0,0.995
s12,visual,congruent,slow,slow,1.0,0.783
s12,visual,congruent,fast,slow,0.0,1.426
s12,visual,incongruent,slow,fast,0.0,0.886
s12,visual,incongruent,fast,fast,1.0,1.678
s12,visual,congruent,slow,slow,1.0,1.35
s12,visual,congruent,fast,fast,1.0,1.562
s12,visual,congruent,fast,fast,1.0,0.858
s12,visual,incongruent,fast,fast,1.0,1.331
s12,visual,incongruent,slow,fast,0.0,1.031
s12,visual,control,fast,slow,0.0,0.85
s12,visual,control,fast,fast,1.0,1.434
s12,visual,control,fast,fast,1.0,1.009
s12,visual,congruent,slow,slow,1.0,1.419
s12,visual,control,fast,slow,0.0,1.742
s12,visual,incongruent,fast,slow,0.0,1.226
s12,visual,congruent,fast,fast,1.0,1.838
s12,visual,incongruent,fast,fast,1.0,1.058
s12,visual,incongruent,slow,fast,0.0,1.25
s12,visual,incongruent,fast,fast,1.0,0.974
s12,visual,control,fast,fast,1.0,1.103
s12,visual,control,fast,fast,1.0,1.27
s12,visual,incongruent,slow,slow,1.0,1.277
s12,visual,incongruent,fast,fast,1.0,1.982
s12,visual,control,slow,slow,1.0,1.517
s12,visual,incongruent,slow,slow,1.0,0.934
s12,visual,control,slow,slow,1.0,0.978
s12,visual,control,fast,fast,1.0,1.486
s12,visual,incongruent,fast,fast,1.0,1.368
s12,visual,control,slow,slow,1.0,0.898
s12,visual,control,slow,slow,1.0,0.897
s12,visual,control,fast,slow,0.0,1.606
s12,visual,congruent,slow,fast,0.0,1.679
s12,visual,control,fast,fast,1.0,1.242
s12,visual,control,slow,slow,1.0,1.412
s12,visual,control,slow,slow,1.0,1.366
s12,visual,incongruent,slow,fast,0.0,1.69
s12,visual,incongruent,slow,slow,1.0,0.722
s12,visual,control,slow,slow,1.0,0.962
s12,visual,control,slow,slow,1.0,1.342
s12,visual,incongruent,fast,slow,0.0,0.725
s12,visual,congruent,slow,slow,1.0,1.281
s12,visual,congruent,fast,fast,1.0,1.193
s12,visual,incongruent,fast,slow,0.0,1.066
s12,visual,control,slow,slow,1.0,0.966
s12,visual,control,fast,fast,1.0,1.078
s12,visual,control,slow,slow,1.0,1.31
s12,visual,congruent,slow,slow,1.0,0.817
s12,visual,congruent,slow,fast,0.0,2.389
s12,visual,incongruent,slow,slow,1.0,1.046
s12,visual,incongruent,slow,slow,1.0,0.997
s12,visual,incongruent,fast,slow,0.0,0.973
s12,visual,control,slow,slow,1.0,0.898
s12,visual,congruent,slow,fast,0.0,1.779
s12,visual,congruent,fast,slow,0.0,0.653
s12,visual,congruent,fast,fast,1.0,0.835
s12,visual,control,fast,slow,0.0,0.963
s12,visual,incongruent,slow,slow,1.0,1.003
s12,visual,incongruent,slow,slow,1.0,1.453
s12,visual,control,fast,slow,0.0,0.81
s12,visual,congruent,fast,fast,1.0,1.139
s12,visual,congruent,slow,slow,1.0,0.937
s12,visual,control,fast,fast,1.0,0.898
s12,visual,control,slow,slow,1.0,0.976
s12,visual,control,fast,fast,1.0,1.114
s12,visual,control,fast,slow,0.0,1.579
s12,visual,incongruent,fast,fast,1.0,0.792
s12,visual,congruent,slow,slow,1.0,0.849
s12,visual,congruent,fast,fast,1.0,0.958
s12,visual,incongruent,slow,fast,0.0,0.839
s12,visual,congruent,fast,slow,0.0,1.015
s12,visual,incongruent,slow,fast,0.0,0.853
s12,visual,incongruent,fast,slow,0.0,0.905
s12,visual,control,slow,fast,0.0,1.007
s12,visual,control,slow,slow,1.0,0.886
s12,visual,congruent,fast,slow,0.0,1.178
s12,visual,congruent,fast,fast,1.0,0.986
s12,visual,control,fast,fast,1.0,0.937
s12,visual,incongruent,slow,fast,0.0,1.099
s12,visual,incongruent,fast,slow,0.0,0.891
s12,visual,control,fast,slow,0.0,0.843
s12,visual,control,fast,fast,1.0,1.002
s12,visual,congruent,fast,fast,1.0,1.35
s12,visual,control,slow,fast,0.0,0.842
s12,visual,congruent,fast,fast,1.0,0.917
s12,visual,incongruent,fast,fast,1.0,1.207
s12,visual,control,fast,fast,1.0,0.825
s12,visual,incongruent,fast,fast,1.0,1.165
s12,visual,incongruent,slow,slow,1.0,1.555
s12,visual,incongruent,fast,slow,0.0,1.446
s12,visual,incongruent,fast,fast,1.0,0.929
s12,visual,control,fast,fast,1.0,0.721
s12,visual,control,slow,slow,1.0,1.335
s12,visual,incongruent,slow,fast,0.0,1.294
s12,visual,control,fast,fast,1.0,0.915
s12,visual,incongruent,fast,slow,0.0,0.873
s12,visual,incongruent,slow,slow,1.0,0.987
s12,visual,incongruent,fast,fast,1.0,0.81
s12,visual,congruent,slow,slow,1.0,1.229
s12,visual,congruent,fast,slow,0.0,0.894
s12,visual,incongruent,fast,slow,0.0,1.049
s12,visual,control,fast,fast,1.0,0.793
s12,visual,control,slow,fast,0.0,1.222
s12,visual,incongruent,slow,fast,0.0,1.262
s12,visual,congruent,slow,slow,1.0,1.115
s12,visual,congruent,fast,fast,1.0,0.942
s12,visual,congruent,fast,fast,1.0,1.09
s12,visual,incongruent,fast,fast,1.0,1.665
s12,visual,incongruent,slow,fast,0.0,0.97
s12,visual,control,slow,fast,0.0,1.621
s12,visual,control,slow,slow,1.0,1.422
s12,visual,control,slow,slow,1.0,0.914
s12,visual,congruent,slow,slow,1.0,1.557
s12,visual,congruent,fast,fast,1.0,1.041
s12,visual,congruent,slow,fast,0.0,1.57
s12,visual,control,fast,slow,0.0,0.906
s12,visual,congruent,fast,fast,1.0,1.074
s12,visual,incongruent,slow,fast,0.0,1.518
s12,visual,control,fast,slow,0.0,0.757
s12,visual,congruent,fast,slow,0.0,1.862
s12,visual,congruent,slow,slow,1.0,1.302
s12,visual,incongruent,slow,fast,0.0,0.909
s12,visual,incongruent,fast,fast,1.0,1.305
s12,visual,control,slow,fast,0.0,1.489
s12,visual,control,fast,fast,1.0,1.055
s12,visual,control,fast,fast,1.0,1.394
s12,visual,congruent,fast,fast,1.0,0.998
s12,visual,congruent,fast,fast,1.0,1.189
s12,visual,control,fast,fast,1.0,0.87
s12,visual,incongruent,fast,fast,1.0,1.266
s12,visual,control,fast,fast,1.0,0.902
s12,visual,congruent,fast,fast,1.0,1.274
s12,visual,control,slow,fast,0.0,0.951
s12,visual,incongruent,fast,slow,0.0,0.831
s12,visual,congruent,fast,fast,1.0,1.026
s12,visual,control,fast,fast,1.0,1.565
s12,visual,incongruent,slow,fast,0.0,1.242
s12,visual,congruent,slow,slow,1.0,1.17
s12,visual,congruent,fast,fast,1.0,1.029
s12,visual,congruent,slow,slow,1.0,0.948
s12,visual,control,slow,slow,1.0,0.921
s12,visual,congruent,fast,fast,1.0,0.89
s12,visual,congruent,slow,slow,1.0,1.33
s12,visual,control,fast,fast,1.0,0.817
s12,visual,congruent,slow,slow,1.0,1.314
s12,visual,incongruent,fast,fast,1.0,0.97
s12,visual,control,fast,slow,0.0,0.859
s12,visual,incongruent,slow,slow,1.0,0.937
s12,visual,congruent,fast,fast,1.0,0.736
s12,visual,incongruent,fast,fast,1.0,0.914
s12,visual,control,slow,slow,1.0,1.602
s12,visual,congruent,slow,slow,1.0,1.297
s12,visual,incongruent,slow,slow,1.0,0.978
s12,visual,control,fast,fast,1.0,0.876
s12,visual,congruent,fast,fast,1.0,1.238
s12,visual,incongruent,fast,fast,1.0,1.09
s12,visual,incongruent,fast,fast,1.0,1.122
s12,visual,control,fast,fast,1.0,1.002
s12,visual,congruent,slow,fast,0.0,1.061
s12,visual,control,slow,slow,1.0,0.661
s12,visual,control,fast,slow,0.0,0.848
s12,visual,control,slow,fast,0.0,0.882
s12,visual,incongruent,fast,slow,0.0,0.997
s12,visual,incongruent,fast,fast,1.0,0.947
s12,visual,incongruent,fast,slow,0.0,0.805
s12,visual,incongruent,fast,fast,1.0,0.953
s12,visual,congruent,slow,slow,1.0,0.837
s12,visual,control,fast,fast,1.0,0.79
s12,visual,incongruent,fast,fast,1.0,1.272
s12,visual,congruent,fast,fast,1.0,1.43
s12,visual,incongruent,fast,fast,1.0,0.9
s12,visual,congruent,fast,fast,1.0,1.164
s12,visual,congruent,slow,fast,0.0,1.064
s12,visual,congruent,slow,slow,1.0,1.018
s12,visual,control,fast,fast,1.0,1.006
s12,visual,congruent,slow,fast,0.0,1.05
s12,visual,control,slow,fast,0.0,1.324
s12,visual,control,slow,slow,1.0,1.709
s12,visual,incongruent,fast,slow,0.0,0.889
s12,visual,incongruent,slow,slow,1.0,1.237
s12,visual,control,slow,fast,0.0,0.773
s12,visual,congruent,slow,slow,1.0,0.861
s12,visual,control,slow,slow,1.0,0.921
s12,visual,control,fast,slow,0.0,0.901
s12,visual,incongruent,slow,slow,1.0,0.905
s12,visual,control,slow,fast,0.0,1.186
s12,visual,congruent,fast,fast,1.0,0.88
s12,visual,incongruent,fast,fast,1.0,0.989
s12,visual,congruent,fast,fast,1.0,0.973
s12,visual,congruent,slow,slow,1.0,1.008
s12,visual,incongruent,slow,slow,1.0,1.427
s12,visual,control,fast,fast,1.0,1.277
s12,visual,incongruent,slow,slow,1.0,1.449
s12,visual,control,slow,slow,1.0,1.269
s12,visual,incongruent,slow,slow,1.0,0.896
s12,visual,congruent,fast,slow,0.0,0.836
s12,visual,control,slow,fast,0.0,1.237
s12,visual,incongruent,fast,fast,1.0,0.892
s12,visual,congruent,slow,slow,1.0,1.153
s12,visual,congruent,slow,fast,0.0,1.249
s12,visual,congruent,fast,fast,1.0,1.088
s12,visual,control,slow,slow,1.0,0.885
s12,visual,control,fast,fast,1.0,0.854
s12,visual,congruent,slow,slow,1.0,1.064
s12,visual,incongruent,fast,fast,1.0,0.844
s12,visual,congruent,fast,slow,0.0,0.957
s12,visual,incongruent,slow,fast,0.0,0.925
s12,visual,control,slow,fast,0.0,0.748
s12,visual,congruent,fast,fast,1.0,0.808
s12,visual,congruent,slow,fast,0.0,1.109
s12,visual,incongruent,fast,slow,0.0,0.85
s12,visual,congruent,slow,slow,1.0,0.896
s12,visual,control,slow,fast,0.0,0.792
s12,visual,incongruent,fast,slow,0.0,1.311
s12,visual,control,fast,fast,1.0,0.9
s12,visual,control,fast,fast,1.0,1.251
s12,visual,incongruent,slow,slow,1.0,0.997
s12,visual,congruent,fast,fast,1.0,1.376
s12,visual,incongruent,slow,slow,1.0,0.893
s12,visual,incongruent,fast,fast,1.0,1.124
s12,visual,congruent,slow,slow,1.0,1.089
s12,visual,congruent,slow,slow,1.0,1.288
s12,visual,control,slow,slow,1.0,1.084
s12,visual,control,fast,fast,1.0,1.425
s12,visual,incongruent,slow,slow,1.0,0.817
s12,visual,congruent,fast,slow,0.0,1.236
s12,visual,control,fast,fast,1.0,0.84
s12,visual,congruent,fast,fast,1.0,1.0
s12,visual,control,slow,slow,1.0,0.656
s12,visual,congruent,fast,fast,1.0,0.929
s12,visual,control,slow,slow,1.0,0.871
s12,visual,incongruent,slow,fast,0.0,1.016
s12,visual,control,fast,fast,1.0,1.36
s12,visual,incongruent,slow,fast,0.0,1.188
s12,visual,incongruent,fast,fast,1.0,1.123
s12,visual,congruent,slow,fast,0.0,1.665
s12,visual,incongruent,slow,slow,1.0,0.716
s12,visual,incongruent,slow,slow,1.0,1.004
s12,visual,congruent,slow,slow,1.0,0.997
s12,visual,control,slow,slow,1.0,2.364
s12,visual,incongruent,fast,slow,0.0,0.912
s12,visual,incongruent,slow,slow,1.0,1.224
s12,visual,control,fast,slow,0.0,0.909
s12,visual,congruent,slow,slow,1.0,0.84
s12,visual,control,slow,fast,0.0,1.456
s12,visual,congruent,slow,fast,0.0,1.118
s12,visual,incongruent,fast,fast,1.0,1.912
s12,visual,control,slow,slow,1.0,1.528
s12,visual,congruent,slow,slow,1.0,1.131
s12,visual,control,fast,slow,0.0,1.547
s12,visual,congruent,slow,fast,0.0,1.368
s12,visual,control,slow,fast,0.0,0.945
s12,visual,incongruent,fast,fast,1.0,1.132
s12,visual,incongruent,slow,slow,1.0,0.96
s12,visual,control,fast,fast,1.0,1.316
s12,visual,incongruent,slow,fast,0.0,1.363
s12,visual,control,fast,fast,1.0,1.659
s12,visual,incongruent,fast,fast,1.0,1.044
s12,visual,incongruent,slow,fast,0.0,1.375
s12,visual,incongruent,slow,slow,1.0,1.276
s12,visual,congruent,slow,fast,0.0,1.185
s12,visual,control,slow,fast,0.0,1.619
s12,visual,congruent,fast,fast,1.0,1.481
s12,visual,control,fast,fast,1.0,1.236
s12,visual,control,fast,fast,1.0,1.205
s12,visual,congruent,fast,fast,1.0,1.339
s12,visual,congruent,fast,fast,1.0,1.335
s12,visual,incongruent,fast,slow,0.0,0.907
s12,visual,incongruent,slow,fast,0.0,1.347
s12,visual,incongruent,slow,fast,0.0,0.972
s12,visual,congruent,slow,slow,1.0,1.172
s12,visual,congruent,slow,slow,1.0,0.716
s12,visual,congruent,fast,fast,1.0,0.851
s12,visual,incongruent,fast,fast,1.0,1.251
s12,visual,control,fast,fast,1.0,0.971
s12,visual,control,fast,fast,1.0,1.024
s12,visual,control,slow,fast,0.0,0.943
s12,visual,congruent,fast,fast,1.0,1.111
s12,visual,congruent,slow,slow,1.0,0.92
s12,visual,incongruent,slow,fast,0.0,1.484
s12,visual,incongruent,slow,fast,0.0,1.384
s12,visual,control,slow,fast,0.0,0.787
s12,visual,incongruent,slow,fast,0.0,1.063
s12,visual,control,slow,slow,1.0,0.987
s12,visual,congruent,slow,fast,0.0,1.075
s12,visual,incongruent,slow,slow,1.0,1.099
s12,visual,congruent,fast,slow,0.0,0.862
s12,visual,control,slow,fast,0.0,0.82
s12,visual,incongruent,fast,slow,0.0,1.247
s12,visual,incongruent,fast,fast,1.0,1.028
s12,visual,control,slow,fast,0.0,1.092
s12,visual,incongruent,slow,slow,1.0,0.939
s12,visual,congruent,slow,slow,1.0,0.842
s12,visual,incongruent,fast,fast,1.0,1.371
s12,visual,incongruent,fast,fast,1.0,1.003
s12,visual,control,slow,slow,1.0,1.168
s12,visual,congruent,slow,slow,1.0,0.795
s12,visual,incongruent,slow,slow,1.0,0.863
s12,visual,control,slow,fast,0.0,1.188
s12,visual,congruent,slow,fast,0.0,0.831
s12,visual,control,fast,fast,1.0,0.991
s12,visual,congruent,slow,slow,1.0,0.839
s12,visual,control,fast,slow,0.0,0.863
s12,visual,incongruent,slow,slow,1.0,1.023
s12,visual,incongruent,fast,fast,1.0,1.03
s12,visual,congruent,slow,slow,1.0,0.984
s12,visual,congruent,fast,fast,1.0,0.875
s12,visual,incongruent,slow,fast,0.0,1.247
s12,visual,control,slow,slow,1.0,0.716
s12,visual,congruent,slow,fast,0.0,1.01
s12,visual,congruent,fast,fast,1.0,1.183
s12,visual,incongruent,fast,fast,1.0,0.904
s12,visual,incongruent,fast,fast,1.0,1.435
s12,visual,incongruent,slow,fast,0.0,1.251
s12,visual,congruent,slow,slow,1.0,0.724
s12,visual,congruent,slow,slow,1.0,1.01
s12,visual,incongruent,fast,slow,0.0,0.963
s12,visual,incongruent,fast,slow,0.0,1.023
s12,visual,control,fast,fast,1.0,0.919
s12,visual,control,fast,fast,1.0,0.932
s12,visual,incongruent,slow,fast,0.0,0.887
s12,visual,control,slow,slow,1.0,1.194
s12,visual,control,slow,fast,0.0,1.164
s12,visual,congruent,slow,slow,1.0,1.13
s12,visual,control,fast,fast,1.0,1.651
s12,visual,congruent,slow,fast,0.0,1.443
s12,visual,incongruent,fast,slow,0.0,1.33
s12,visual,control,slow,fast,0.0,0.79
s12,visual,control,fast,fast,1.0,1.17
s12,visual,control,slow,slow,1.0,1.116
s12,visual,congruent,fast,slow,0.0,1.678
s12,visual,congruent,slow,fast,0.0,1.362
s12,visual,incongruent,slow,fast,0.0,0.93
s12,visual,control,slow,fast,0.0,1.039
s12,visual,congruent,slow,slow,1.0,0.994
s12,visual,congruent,fast,slow,0.0,2.028
s12,visual,congruent,slow,fast,0.0,0.962
s12,visual,control,fast,fast,1.0,1.163
s12,visual,control,slow,slow,1.0,0.886
s12,visual,congruent,fast,fast,1.0,1.078
s12,visual,congruent,slow,slow,1.0,1.451
s12,visual,control,fast,fast,1.0,0.951
s12,visual,control,slow,fast,0.0,1.487
s12,visual,incongruent,slow,slow,1.0,0.902
s12,visual,control,slow,slow,1.0,1.07
s12,visual,incongruent,fast,fast,1.0,0.886
s12,visual,control,fast,fast,1.0,1.331
s12,visual,incongruent,fast,slow,0.0,1.266
s12,visual,congruent,slow,slow,1.0,0.852
s12,visual,congruent,fast,fast,1.0,1.01
s12,visual,control,fast,slow,0.0,1.342
s12,visual,control,fast,fast,1.0,0.735
s12,visual,control,fast,fast,1.0,0.863
s12,visual,incongruent,slow,fast,0.0,0.783
s12,visual,congruent,slow,slow,1.0,1.043
s12,visual,control,fast,fast,1.0,1.042
s12,visual,control,fast,fast,1.0,1.196
s12,visual,incongruent,slow,slow,1.0,1.06
s12,visual,incongruent,slow,fast,0.0,1.059
s12,visual,control,slow,slow,1.0,1.429
s12,visual,congruent,slow,fast,0.0,0.955
s12,visual,incongruent,slow,fast,0.0,1.439
s12,visual,incongruent,fast,slow,0.0,0.851
s12,visual,incongruent,fast,fast,1.0,1.012
s12,visual,incongruent,fast,fast,1.0,1.12
s12,visual,control,fast,fast,1.0,0.956
s12,visual,control,slow,fast,0.0,0.837
s12,visual,congruent,fast,fast,1.0,0.995
s12,visual,congruent,fast,fast,1.0,0.791
s12,visual,control,slow,fast,0.0,1.671
s12,visual,incongruent,fast,fast,1.0,0.96
s12,visual,incongruent,slow,fast,0.0,1.25
s12,visual,incongruent,fast,fast,1.0,1.009
s12,visual,congruent,fast,slow,0.0,0.895
s12,visual,congruent,slow,fast,0.0,0.923
s12,visual,incongruent,fast,fast,1.0,1.441
s12,visual,congruent,fast,fast,1.0,1.062
s12,visual,incongruent,fast,slow,0.0,1.447
s12,visual,congruent,fast,fast,1.0,0.711
s12,visual,incongruent,slow,fast,0.0,1.403
s12,visual,control,slow,fast,0.0,1.066
s12,visual,incongruent,fast,slow,0.0,1.008
s12,visual,incongruent,fast,slow,0.0,1.039
s12,visual,control,fast,fast,1.0,1.003
s12,visual,incongruent,slow,fast,0.0,0.869
s12,visual,control,slow,fast,0.0,1.414
s12,visual,control,fast,fast,1.0,0.94
s12,visual,control,fast,fast,1.0,0.98
s12,visual,control,fast,fast,1.0,1.178
s12,visual,congruent,slow,fast,0.0,0.892
s12,visual,control,fast,fast,1.0,0.696
s12,visual,congruent,fast,slow,0.0,1.427
s12,visual,incongruent,fast,fast,1.0,0.907
s12,visual,congruent,slow,fast,0.0,1.153
s12,visual,incongruent,slow,slow,1.0,0.71
s12,visual,control,fast,fast,1.0,1.306
s12,visual,congruent,fast,fast,1.0,0.856
s12,visual,control,slow,fast,0.0,0.932
s12,visual,incongruent,slow,slow,1.0,1.187
s12,visual,control,slow,fast,0.0,0.955
s12,visual,congruent,fast,slow,0.0,1.171
s12,visual,congruent,slow,slow,1.0,0.801
s12,visual,congruent,slow,slow,1.0,1.122
s12,visual,congruent,slow,slow,1.0,0.698
s12,visual,control,slow,slow,1.0,0.762
s12,visual,incongruent,slow,fast,0.0,1.214
s12,visual,congruent,slow,slow,1.0,0.89
s12,visual,incongruent,fast,fast,1.0,1.307
s12,visual,incongruent,fast,fast,1.0,1.251
s12,visual,congruent,fast,fast,1.0,0.855
