subj_idx,task,condition,stimulus,answered,correct,rt,response
S00,audio,control,slow,fast,0,1.051,1
S00,audio,control,slow,slow,1,1.195,0
S00,audio,congruent,slow,slow,1,1.004,0
S00,audio,congruent,slow,slow,1,0.884,0
S00,audio,control,slow,slow,1,1.316,0
S00,audio,control,slow,slow,1,1.136,0
S00,audio,incongruent,slow,slow,1,1.28,0
S00,audio,control,slow,slow,1,1.272,0
S00,audio,incongruent,slow,slow,1,1.38,0
S00,audio,control,fast,fast,1,1.034,1
S00,audio,incongruent,fast,fast,1,0.986,1
S00,audio,congruent,slow,slow,1,1.352,0
S00,audio,congruent,slow,slow,1,1.108,0
S00,audio,control,fast,fast,1,1.588,1
S00,audio,control,slow,fast,0,0.811,1
S00,audio,control,slow,slow,1,0.888,0
S00,audio,incongruent,fast,fast,1,1.174,1
S00,audio,congruent,slow,slow,1,1.035,0
S00,audio,control,fast,fast,1,0.864,1
S00,audio,control,slow,slow,1,1.94,0
S00,audio,incongruent,fast,fast,1,0.707,1
S00,audio,incongruent,fast,fast,1,0.867,1
S00,audio,control,slow,slow,1,0.9,0
S00,audio,congruent,slow,slow,1,0.932,0
S00,audio,incongruent,slow,slow,1,0.795,0
S00,audio,incongruent,fast,fast,1,0.659,1
S00,audio,incongruent,slow,slow,1,0.799,0
S00,audio,incongruent,fast,slow,0,1.124,0
S00,audio,control,slow,slow,1,0.747,0
S00,audio,control,slow,slow,1,0.983,0
S00,audio,congruent,slow,slow,1,1.608,0
S00,audio,congruent,fast,fast,1,1.144,1
S00,audio,control,fast,fast,1,0.875,1
S00,audio,incongruent,fast,slow,0,1.136,0
S00,audio,incongruent,slow,slow,1,1.231,0
S00,audio,incongruent,fast,fast,1,0.812,1
S00,audio,congruent,slow,fast,0,0.728,1
S00,audio,congruent,slow,slow,1,0.779,0
S00,audio,incongruent,fast,fast,1,1.803,1
S00,audio,congruent,slow,fast,0,1.055,1
S00,audio,incongruent,slow,slow,1,0.802,0
S00,audio,congruent,slow,slow,1,0.687,0
S00,audio,incongruent,slow,slow,1,0.679,0
S00,audio,control,fast,slow,0,0.863,0
S00,audio,incongruent,slow,slow,1,0.795,0
S00,audio,incongruent,fast,fast,1,1.103,1
S00,audio,control,slow,slow,1,0.76,0
S00,audio,incongruent,slow,slow,1,0.792,0
S00,audio,control,fast,fast,1,0.864,1
S00,audio,control,fast,slow,0,1.002,0
S00,audio,control,slow,slow,1,1.067,0
S00,audio,control,fast,fast,1,1.023,1
S00,audio,congruent,fast,fast,1,1.067,1
S00,audio,control,slow,fast,0,1.863,1
S00,audio,congruent,slow,slow,1,1.439,0
S00,audio,incongruent,slow,fast,0,0.772,1
S00,audio,congruent,slow,slow,1,1.179,0
S00,audio,incongruent,fast,fast,1,1.315,1
S00,audio,control,slow,slow,1,0.915,0
S00,audio,congruent,fast,slow,0,1.344,0
S00,audio,control,slow,slow,1,0.779,0
S00,audio,incongruent,slow,fast,0,1.467,1
S00,audio,control,slow,slow,1,0.934,0
S00,audio,congruent,fast,fast,1,0.971,1
S00,audio,congruent,fast,fast,1,1.193,1
S00,audio,congruent,slow,slow,1,1.503,0
S00,audio,congruent,fast,fast,1,0.987,1
S00,audio,control,slow,slow,1,1.164,0
S00,audio,incongruent,slow,fast,0,1.157,1
S00,audio,congruent,fast,fast,1,0.804,1
S00,audio,incongruent,fast,slow,0,1.183,0
S00,audio,incongruent,slow,slow,1,1.543,0
S00,audio,congruent,fast,fast,1,1.086,1
S00,audio,incongruent,slow,slow,1,1.266,0
S00,audio,control,fast,slow,0,1.176,0
S00,audio,congruent,fast,fast,1,1.98,1
S00,audio,control,fast,fast,1,0.91,1
S00,audio,control,fast,fast,1,1.274,1
S00,audio,control,fast,fast,1,0.895,1
S00,audio,control,fast,fast,1,0.802,1
S00,audio,incongruent,slow,slow,1,1.306,0
S00,audio,incongruent,fast,fast,1,1.142,1
S00,audio,control,fast,fast,1,1.262,1
S00,audio,control,slow,slow,1,1.547,0
S00,audio,incongruent,fast,fast,1,1.158,1
S00,audio,congruent,fast,fast,1,0.986,1
S00,audio,incongruent,fast,fast,1,1.133,1
S00,audio,control,fast,fast,1,1.355,1
S00,audio,incongruent,fast,fast,1,1.146,1
S00,audio,congruent,slow,slow,1,1.162,0
S00,audio,incongruent,fast,slow,0,1.551,0
S00,audio,incongruent,fast,fast,1,0.762,1
S00,audio,control,slow,slow,1,1.534,0
S00,audio,control,slow,slow,1,1.39,0
S00,audio,congruent,slow,fast,0,1.194,1
S00,audio,control,fast,fast,1,0.991,1
S00,audio,incongruent,slow,slow,1,1.916,0
S00,audio,incongruent,fast,fast,1,0.871,1
S00,audio,congruent,fast,fast,1,1.251,1
S00,audio,congruent,slow,slow,1,1.519,0
S00,audio,control,fast,fast,1,1.433,1
S00,audio,control,slow,slow,1,1.283,0
S00,audio,incongruent,fast,fast,1,1.283,1
S00,audio,congruent,slow,slow,1,1.006,0
S00,audio,control,slow,slow,1,1.302,0
S00,audio,incongruent,fast,fast,1,1.026,1
S00,audio,control,fast,fast,1,1.005,1
S00,audio,congruent,fast,fast,1,1.583,1
S00,audio,incongruent,fast,fast,1,0.803,1
S00,audio,control,fast,fast,1,1.759,1
S00,audio,control,slow,slow,1,1.51,0
S00,audio,congruent,fast,slow,0,1.288,0
S00,audio,congruent,fast,slow,0,1.594,0
S00,audio,control,fast,fast,1,1.066,1
S00,audio,congruent,fast,fast,1,0.869,1
S00,audio,control,fast,slow,0,1.101,0
S00,audio,control,slow,slow,1,1.198,0
S00,audio,control,slow,slow,1,0.822,0
S00,audio,incongruent,fast,fast,1,1.674,1
S00,audio,incongruent,slow,fast,0,0.646,1
S00,audio,control,fast,fast,1,0.913,1
S00,audio,congruent,slow,slow,1,0.934,0
S00,audio,congruent,fast,fast,1,0.826,1
S00,audio,congruent,fast,fast,1,0.994,1
S00,audio,control,slow,slow,1,1.134,0
S00,audio,control,slow,fast,0,1.018,1
S00,audio,congruent,slow,slow,1,1.148,0
S00,audio,control,slow,slow,1,0.87,0
S00,audio,incongruent,fast,slow,0,1.084,0
S00,audio,incongruent,fast,fast,1,1.62,1
S00,audio,congruent,fast,fast,1,0.77,1
S00,audio,congruent,slow,slow,1,1.094,0
S00,audio,control,slow,fast,0,1.293,1
S00,audio,incongruent,fast,fast,1,1.986,1
S00,audio,congruent,slow,fast,0,1.001,1
S00,audio,incongruent,slow,slow,1,1.006,0
S00,audio,congruent,fast,fast,1,1.342,1
S00,audio,congruent,fast,fast,1,1.75,1
S00,audio,incongruent,slow,slow,1,1.038,0
S00,audio,control,slow,slow,1,1.242,0
S00,audio,control,fast,fast,1,1.561,1
S00,audio,incongruent,slow,fast,0,1.125,1
S00,audio,incongruent,slow,slow,1,1.517,0
S00,audio,congruent,slow,slow,1,1.589,0
S00,audio,congruent,slow,fast,0,1.266,1
S00,audio,congruent,fast,slow,0,1.471,0
S00,audio,incongruent,fast,slow,0,1.733,0
S00,audio,congruent,fast,fast,1,0.905,1
S00,audio,control,fast,slow,0,1.21,0
S00,audio,congruent,slow,fast,0,1.493,1
S00,audio,incongruent,slow,slow,1,1.494,0
S00,audio,congruent,slow,slow,1,1.09,0
S00,audio,congruent,fast,fast,1,1.438,1
S00,audio,incongruent,slow,slow,1,1.382,0
S00,audio,control,slow,slow,1,0.947,0
S00,audio,congruent,fast,fast,1,1.053,1
S00,audio,congruent,slow,slow,1,1.613,0
S00,audio,congruent,slow,fast,0,0.741,1
S00,audio,congruent,fast,fast,1,1.711,1
S00,audio,control,fast,fast,1,0.912,1
S00,audio,congruent,fast,fast,1,2.144,1
S00,audio,control,slow,fast,0,0.824,1
S00,audio,incongruent,fast,fast,1,0.735,1
S00,audio,incongruent,slow,slow,1,1.0,0
S00,audio,congruent,fast,fast,1,1.076,1
S00,audio,control,fast,fast,1,1.039,1
S00,audio,congruent,fast,fast,1,1.009,1
S00,audio,control,fast,fast,1,1.023,1
S00,audio,incongruent,slow,slow,1,0.852,0
S00,audio,incongruent,fast,fast,1,1.083,1
S00,audio,incongruent,fast,fast,1,0.788,1
S00,audio,congruent,fast,fast,1,1.294,1
S00,audio,incongruent,slow,fast,0,1.287,1
S00,audio,congruent,slow,slow,1,0.947,0
S00,audio,congruent,fast,fast,1,0.791,1
S00,audio,control,slow,slow,1,1.088,0
S00,audio,congruent,fast,fast,1,1.347,1
S00,audio,control,slow,slow,1,1.208,0
S00,audio,incongruent,fast,fast,1,1.364,1
S00,audio,control,fast,fast,1,0.899,1
S00,audio,incongruent,slow,slow,1,1.117,0
S00,audio,incongruent,fast,fast,1,1.363,1
S00,audio,incongruent,fast,fast,1,1.138,1
S00,audio,congruent,fast,fast,1,1.079,1
S00,audio,congruent,slow,slow,1,1.048,0
S00,audio,congruent,slow,slow,1,1.119,0
S00,audio,control,fast,fast,1,1.071,1
S00,audio,congruent,fast,fast,1,1.754,1
S00,audio,incongruent,slow,fast,0,1.243,1
S00,audio,control,slow,slow,1,1.154,0
S00,audio,control,fast,fast,1,0.853,1
S00,audio,incongruent,slow,slow,1,0.862,0
S00,audio,congruent,fast,fast,1,1.188,1
S00,audio,incongruent,fast,fast,1,1.403,1
S00,audio,control,slow,slow,1,1.138,0
S00,audio,control,fast,fast,1,0.751,1
S00,audio,congruent,fast,fast,1,0.926,1
S00,audio,control,slow,slow,1,1.142,0
S00,audio,incongruent,fast,slow,0,1.195,0
S00,audio,congruent,fast,fast,1,2.195,1
S00,audio,incongruent,fast,fast,1,0.85,1
S00,audio,congruent,slow,slow,1,1.12,0
S00,audio,incongruent,fast,slow,0,1.079,0
S00,audio,incongruent,slow,slow,1,1.192,0
S00,audio,control,slow,slow,1,1.315,0
S00,audio,congruent,fast,fast,1,1.218,1
S00,audio,control,slow,slow,1,1.058,0
S00,audio,incongruent,slow,fast,0,1.138,1
S00,audio,incongruent,fast,fast,1,1.306,1
S00,audio,incongruent,fast,fast,1,1.262,1
S00,audio,incongruent,slow,slow,1,1.05,0
S00,audio,congruent,slow,slow,1,1.434,0
S00,audio,incongruent,fast,fast,1,1.092,1
S00,audio,control,fast,fast,1,0.986,1
S00,audio,incongruent,slow,slow,1,1.607,0
S00,audio,control,slow,slow,1,1.51,0
S00,audio,congruent,fast,fast,1,1.247,1
S00,audio,congruent,slow,slow,1,1.213,0
S00,audio,incongruent,slow,slow,1,1.604,0
S00,audio,incongruent,slow,slow,1,1.21,0
S00,audio,congruent,slow,slow,1,1.391,0
S00,audio,congruent,fast,slow,0,0.879,0
S00,audio,congruent,slow,slow,1,1.006,0
S00,audio,congruent,fast,fast,1,1.723,1
S00,audio,control,fast,fast,1,0.837,1
S00,audio,congruent,slow,slow,1,1.069,0
S00,audio,incongruent,fast,fast,1,1.429,1
S00,audio,control,slow,slow,1,1.298,0
S00,audio,control,fast,fast,1,0.954,1
S00,audio,control,fast,fast,1,0.907,1
S00,audio,congruent,slow,slow,1,1.251,0
S00,audio,control,fast,fast,1,1.074,1
S00,audio,incongruent,slow,slow,1,1.189,0
S00,audio,incongruent,slow,slow,1,1.786,0
S00,audio,congruent,fast,fast,1,0.958,1
S00,audio,congruent,fast,fast,1,0.963,1
S00,audio,control,slow,slow,1,0.986,0
S00,audio,congruent,fast,fast,1,0.931,1
S00,audio,control,fast,fast,1,1.427,1
S00,audio,congruent,fast,fast,1,1.21,1
S00,audio,congruent,slow,slow,1,1.31,0
S00,audio,congruent,fast,fast,1,1.035,1
S00,audio,congruent,fast,fast,1,0.766,1
S00,audio,control,fast,fast,1,0.683,1
S00,audio,congruent,fast,fast,1,0.706,1
S00,audio,control,fast,fast,1,1.393,1
S00,audio,incongruent,fast,slow,0,0.858,0
S00,audio,control,fast,slow,0,1.662,0
S00,audio,control,fast,fast,1,0.804,1
S00,audio,congruent,fast,fast,1,1.414,1
S00,audio,incongruent,fast,fast,1,0.866,1
S00,audio,control,slow,slow,1,1.185,0
S00,audio,control,slow,slow,1,0.986,0
S00,audio,congruent,slow,slow,1,0.986,0
S00,audio,incongruent,fast,fast,1,1.063,1
S00,audio,incongruent,slow,slow,1,1.006,0
S00,audio,control,fast,fast,1,1.109,1
S00,audio,control,slow,fast,0,0.861,1
S00,audio,congruent,slow,slow,1,0.969,0
S00,audio,incongruent,fast,fast,1,0.882,1
S00,audio,incongruent,fast,fast,1,0.921,1
S00,audio,control,fast,fast,1,0.997,1
S00,audio,congruent,fast,fast,1,0.77,1
S00,audio,incongruent,slow,slow,1,1.61,0
S00,audio,incongruent,fast,fast,1,0.8,1
S00,audio,incongruent,slow,slow,1,1.446,0
S00,audio,incongruent,slow,fast,0,0.93,1
S00,audio,control,slow,slow,1,1.309,0
S00,audio,control,fast,fast,1,1.046,1
S00,audio,control,fast,fast,1,1.391,1
S00,audio,incongruent,slow,slow,1,1.646,0
S00,audio,congruent,slow,slow,1,1.133,0
S00,audio,control,fast,fast,1,0.962,1
S00,audio,control,fast,fast,1,1.345,1
S00,audio,congruent,slow,slow,1,1.227,0
S00,audio,incongruent,slow,slow,1,1.435,0
S00,audio,incongruent,fast,slow,0,1.458,0
S00,audio,congruent,fast,slow,0,0.997,0
S00,audio,congruent,fast,fast,1,1.144,1
S00,audio,incongruent,fast,fast,1,1.081,1
S00,audio,congruent,slow,slow,1,1.269,0
S00,audio,congruent,slow,slow,1,1.368,0
S00,audio,congruent,fast,fast,1,1.829,1
S00,audio,congruent,fast,fast,1,0.989,1
S00,audio,control,fast,fast,1,1.435,1
S00,audio,control,fast,fast,1,0.906,1
S00,audio,control,fast,fast,1,1.613,1
S00,audio,control,slow,fast,0,1.117,1
S00,audio,incongruent,fast,fast,1,0.878,1
S00,audio,incongruent,fast,fast,1,1.505,1
S00,audio,control,slow,fast,0,0.902,1
S00,audio,congruent,fast,fast,1,1.861,1
S00,audio,incongruent,fast,fast,1,1.564,1
S00,audio,incongruent,slow,fast,0,0.849,1
S00,audio,control,slow,slow,1,1.028,0
S00,audio,incongruent,slow,slow,1,0.79,0
S00,audio,control,slow,slow,1,1.368,0
S00,audio,incongruent,fast,fast,1,0.828,1
S00,audio,control,fast,fast,1,1.494,1
S00,audio,congruent,slow,slow,1,1.173,0
S00,audio,incongruent,slow,slow,1,1.997,0
S00,audio,congruent,fast,fast,1,0.961,1
S00,audio,control,fast,fast,1,1.094,1
S00,audio,congruent,slow,fast,0,1.018,1
S00,audio,control,slow,slow,1,0.74,0
S00,audio,control,slow,slow,1,1.133,0
S01,audio,incongruent,slow,slow,1,0.81,0
S01,audio,congruent,slow,slow,1,0.859,0
S01,audio,control,slow,slow,1,0.806,0
S01,audio,control,fast,fast,1,0.787,1
S01,audio,incongruent,fast,fast,1,0.773,1
S01,audio,congruent,fast,fast,1,1.002,1
S01,audio,control,slow,slow,1,0.853,0
S01,audio,control,fast,fast,1,0.922,1
S01,audio,congruent,slow,fast,0,0.91,1
S01,audio,congruent,fast,fast,1,0.813,1
S01,audio,incongruent,slow,fast,0,0.954,1
S01,audio,incongruent,slow,fast,0,0.979,1
S01,audio,control,fast,fast,1,0.897,1
S01,audio,control,slow,slow,1,0.902,0
S01,audio,incongruent,slow,slow,1,0.91,0
S01,audio,incongruent,fast,fast,1,0.674,1
S01,audio,control,slow,slow,1,0.841,0
S01,audio,incongruent,slow,slow,1,0.882,0
S01,audio,congruent,slow,slow,1,0.866,0
S01,audio,control,slow,slow,1,0.81,0
S01,audio,incongruent,slow,slow,1,0.786,0
S01,audio,control,slow,slow,1,0.877,0
S01,audio,congruent,slow,slow,1,0.789,0
S01,audio,congruent,slow,slow,1,0.726,0
S01,audio,incongruent,slow,slow,1,1.002,0
S01,audio,control,fast,fast,1,0.841,1
S01,audio,incongruent,slow,fast,0,0.79,1
S01,audio,congruent,fast,fast,1,0.874,1
S01,audio,congruent,fast,fast,1,0.963,1
S01,audio,incongruent,slow,slow,1,0.924,0
S01,audio,control,fast,fast,1,0.79,1
S01,audio,control,slow,slow,1,0.859,0
S01,audio,incongruent,fast,slow,0,0.801,0
S01,audio,control,fast,fast,1,1.025,1
S01,audio,congruent,fast,fast,1,0.85,1
S01,audio,congruent,slow,slow,1,0.941,0
S01,audio,congruent,slow,fast,0,0.797,1
S01,audio,congruent,fast,fast,1,0.845,1
S01,audio,control,fast,fast,1,0.729,1
S01,audio,incongruent,slow,slow,1,1.11,0
S01,audio,control,fast,fast,1,0.974,1
S01,audio,congruent,slow,slow,1,0.966,0
S01,audio,incongruent,fast,fast,1,0.846,1
S01,audio,incongruent,fast,fast,1,1.001,1
S01,audio,congruent,slow,fast,0,0.801,1
S01,audio,control,slow,slow,1,0.878,0
S01,audio,control,fast,fast,1,0.966,1
S01,audio,incongruent,fast,fast,1,1.093,1
S01,audio,congruent,slow,slow,1,0.942,0
S01,audio,congruent,fast,fast,1,0.774,1
S01,audio,control,slow,slow,1,0.797,0
S01,audio,control,slow,slow,1,0.83,0
S01,audio,congruent,slow,slow,1,0.897,0
S01,audio,control,fast,fast,1,0.749,1
S01,audio,congruent,fast,slow,0,0.861,0
S01,audio,congruent,slow,slow,1,0.941,0
S01,audio,control,slow,slow,1,1.11,0
S01,audio,congruent,fast,fast,1,1.09,1
S01,audio,congruent,slow,slow,1,0.945,0
S01,audio,control,fast,slow,0,0.888,0
S01,audio,congruent,fast,fast,1,1.056,1
S01,audio,incongruent,slow,fast,0,0.901,1
S01,audio,control,slow,slow,1,0.925,0
S01,audio,incongruent,fast,fast,1,0.753,1
S01,audio,control,slow,slow,1,0.809,0
S01,audio,congruent,slow,fast,0,0.985,1
S01,audio,incongruent,slow,slow,1,1.3,0
S01,audio,incongruent,slow,fast,0,0.997,1
S01,audio,incongruent,fast,fast,1,0.933,1
S01,audio,incongruent,fast,fast,1,0.841,1
S01,audio,incongruent,fast,fast,1,0.872,1
S01,audio,congruent,slow,slow,1,0.805,0
S01,audio,incongruent,slow,slow,1,0.938,0
S01,audio,incongruent,slow,slow,1,0.87,0
S01,audio,control,slow,slow,1,1.049,0
S01,audio,congruent,fast,fast,1,0.773,1
S01,audio,control,fast,fast,1,0.921,1
S01,audio,incongruent,slow,slow,1,1.049,0
S01,audio,control,fast,fast,1,0.857,1
S01,audio,incongruent,fast,slow,0,1.117,0
S01,audio,congruent,fast,fast,1,0.944,1
S01,audio,control,fast,fast,1,1.061,1
S01,audio,congruent,fast,fast,1,0.817,1
S01,audio,control,fast,fast,1,0.885,1
S01,audio,congruent,slow,slow,1,1.032,0
S01,audio,congruent,slow,slow,1,0.816,0
S01,audio,congruent,slow,slow,1,0.801,0
S01,audio,congruent,fast,slow,0,1.021,0
S01,audio,congruent,slow,slow,1,0.972,0
S01,audio,congruent,fast,fast,1,0.934,1
S01,audio,control,slow,slow,1,0.777,0
S01,audio,incongruent,slow,slow,1,0.877,0
S01,audio,incongruent,slow,slow,1,0.828,0
S01,audio,incongruent,slow,slow,1,1.069,0
S01,audio,control,slow,slow,1,0.857,0
S01,audio,congruent,slow,slow,1,0.904,0
S01,audio,control,fast,fast,1,0.745,1
S01,audio,congruent,fast,fast,1,0.788,1
S01,audio,congruent,slow,slow,1,0.821,0
S01,audio,control,slow,slow,1,0.709,0
S01,audio,control,fast,fast,1,0.897,1
S01,audio,incongruent,fast,fast,1,1.108,1
S01,audio,congruent,slow,fast,0,0.897,1
S01,audio,control,slow,slow,1,1.025,0
S01,audio,congruent,slow,fast,0,0.994,1
S01,audio,incongruent,slow,slow,1,1.02,0
S01,audio,congruent,fast,fast,1,0.868,1
S01,audio,congruent,fast,fast,1,1.022,1
S01,audio,incongruent,fast,fast,1,1.001,1
S01,audio,congruent,slow,slow,1,0.929,0
S01,audio,incongruent,slow,slow,1,0.86,0
S01,audio,congruent,fast,fast,1,0.74,1
S01,audio,congruent,fast,fast,1,0.767,1
S01,audio,incongruent,fast,fast,1,0.972,1
S01,audio,incongruent,fast,fast,1,0.836,1
S01,audio,congruent,fast,fast,1,0.748,1
S01,audio,incongruent,slow,slow,1,1.017,0
S01,audio,control,slow,slow,1,0.94,0
S01,audio,congruent,fast,fast,1,0.717,1
S01,audio,control,fast,fast,1,1.172,1
S01,audio,control,fast,fast,1,1.18,1
S01,audio,control,slow,slow,1,1.18,0
S01,audio,control,slow,slow,1,0.915,0
S01,audio,control,fast,fast,1,0.848,1
S01,audio,control,slow,slow,1,0.937,0
S01,audio,incongruent,slow,fast,0,1.128,1
S01,audio,incongruent,slow,fast,0,1.077,1
S01,audio,control,slow,slow,1,0.956,0
S01,audio,incongruent,fast,fast,1,0.965,1
S01,audio,congruent,slow,slow,1,0.999,0
S01,audio,control,slow,slow,1,0.983,0
S01,audio,control,fast,fast,1,0.895,1
S01,audio,incongruent,slow,slow,1,0.978,0
S01,audio,congruent,fast,fast,1,0.785,1
S01,audio,incongruent,slow,fast,0,0.828,1
S01,audio,incongruent,fast,fast,1,1.035,1
S01,audio,incongruent,slow,slow,1,0.893,0
S01,audio,incongruent,slow,slow,1,1.036,0
S01,audio,control,fast,fast,1,0.86,1
S01,audio,incongruent,slow,fast,0,0.824,1
S01,audio,control,slow,slow,1,0.896,0
S01,audio,incongruent,fast,slow,0,0.964,0
S01,audio,control,slow,slow,1,0.964,0
S01,audio,incongruent,fast,fast,1,0.824,1
S01,audio,incongruent,fast,fast,1,0.807,1
S01,audio,control,fast,fast,1,1.215,1
S01,audio,congruent,slow,fast,0,1.163,1
S01,audio,incongruent,slow,slow,1,1.259,0
S01,audio,control,fast,fast,1,0.967,1
S01,audio,congruent,slow,fast,0,1.08,1
S01,audio,control,slow,slow,1,0.854,0
S01,audio,congruent,slow,slow,1,0.761,0
S01,audio,congruent,slow,slow,1,0.802,0
S01,audio,congruent,slow,slow,1,0.981,0
S01,audio,control,fast,fast,1,0.739,1
S01,audio,congruent,fast,fast,1,0.754,1
S01,audio,control,fast,fast,1,0.653,1
S01,audio,control,slow,slow,1,0.733,0
S01,audio,incongruent,slow,fast,0,0.796,1
S01,audio,incongruent,fast,fast,1,0.942,1
S01,audio,incongruent,fast,fast,1,1.036,1
S01,audio,incongruent,fast,fast,1,0.83,1
S01,audio,congruent,slow,fast,0,0.865,1
S01,audio,incongruent,slow,fast,0,1.133,1
S01,audio,incongruent,slow,fast,0,1.056,1
S01,audio,incongruent,slow,slow,1,1.02,0
S01,audio,control,fast,fast,1,0.967,1
S01,audio,control,slow,slow,1,1.084,0
S01,audio,incongruent,slow,slow,1,1.009,0
S01,audio,incongruent,slow,slow,1,1.011,0
S01,audio,congruent,fast,fast,1,0.961,1
S01,audio,control,fast,fast,1,1.125,1
S01,audio,control,slow,slow,1,1.085,0
S01,audio,congruent,fast,fast,1,0.869,1
S01,audio,control,slow,slow,1,0.828,0
S01,audio,incongruent,slow,slow,1,1.04,0
S01,audio,congruent,fast,fast,1,0.652,1
S01,audio,congruent,fast,fast,1,0.882,1
S01,audio,congruent,slow,slow,1,1.117,0
S01,audio,incongruent,fast,fast,1,0.829,1
S01,audio,incongruent,slow,slow,1,0.96,0
S01,audio,control,slow,slow,1,0.833,0
S01,audio,incongruent,slow,slow,1,0.936,0
S01,audio,control,fast,fast,1,0.955,1
S01,audio,congruent,fast,fast,1,0.852,1
S01,audio,incongruent,slow,fast,0,0.68,1
S01,audio,control,slow,slow,1,0.88,0
S01,audio,incongruent,slow,fast,0,0.696,1
S01,audio,control,fast,slow,0,1.069,0
S01,audio,control,slow,slow,1,0.944,0
S01,audio,control,slow,slow,1,0.971,0
S01,audio,incongruent,fast,fast,1,1.1,1
S01,audio,incongruent,slow,slow,1,0.948,0
S01,audio,congruent,fast,fast,1,0.629,1
S01,audio,incongruent,slow,slow,1,0.889,0
S01,audio,control,slow,slow,1,0.872,0
S01,audio,control,fast,fast,1,1.008,1
S01,audio,congruent,fast,fast,1,1.145,1
S01,audio,control,fast,fast,1,0.944,1
S01,audio,control,fast,fast,1,1.416,1
S01,audio,congruent,fast,fast,1,0.959,1
S01,audio,congruent,slow,slow,1,1.135,0
S01,audio,control,slow,slow,1,0.895,0
S01,audio,congruent,fast,fast,1,1.085,1
S01,audio,congruent,slow,slow,1,0.976,0
S01,audio,incongruent,fast,slow,0,1.088,0
S01,audio,control,slow,slow,1,1.077,0
S01,audio,congruent,fast,fast,1,0.756,1
S01,audio,control,fast,fast,1,0.972,1
S01,audio,congruent,slow,slow,1,0.988,0
S01,audio,congruent,fast,fast,1,0.935,1
S01,audio,congruent,slow,slow,1,0.931,0
S01,audio,congruent,fast,fast,1,0.737,1
S01,audio,incongruent,fast,fast,1,1.061,1
S01,audio,control,fast,fast,1,1.092,1
S01,audio,control,slow,slow,1,0.931,0
S01,audio,congruent,slow,slow,1,0.872,0
S01,audio,incongruent,slow,fast,0,0.943,1
S01,audio,control,fast,fast,1,1.295,1
S01,audio,congruent,fast,fast,1,0.8,1
S01,audio,congruent,slow,slow,1,0.86,0
S01,audio,control,slow,slow,1,0.909,0
S01,audio,control,slow,slow,1,0.864,0
S01,audio,incongruent,fast,slow,0,1.068,0
S01,audio,incongruent,slow,slow,1,0.971,0
S01,audio,control,fast,fast,1,0.983,1
S01,audio,congruent,slow,slow,1,1.185,0
S01,audio,congruent,fast,fast,1,0.823,1
S01,audio,congruent,fast,fast,1,0.984,1
S01,audio,congruent,fast,fast,1,0.816,1
S01,audio,congruent,fast,fast,1,0.664,1
S01,audio,congruent,slow,fast,0,0.704,1
S01,audio,incongruent,slow,slow,1,0.883,0
S01,audio,congruent,fast,fast,1,0.767,1
S01,audio,incongruent,fast,fast,1,1.017,1
S01,audio,congruent,fast,fast,1,0.895,1
S01,audio,incongruent,fast,fast,1,0.795,1
S01,audio,incongruent,fast,fast,1,1.148,1
S01,audio,incongruent,slow,fast,0,0.957,1
S01,audio,control,fast,slow,0,1.027,0
S01,audio,congruent,fast,fast,1,0.916,1
S01,audio,congruent,slow,slow,1,1.007,0
S01,audio,incongruent,fast,fast,1,0.947,1
S01,audio,congruent,slow,slow,1,1.088,0
